PGM_SYS_ID,2007_titlefive_N,2007_titlefive_Y,2008_titlefive_N,2008_titlefive_Y,2009_titlefive_N,2009_titlefive_Y,2010_titlefive_N,2010_titlefive_Y,2011_titlefive_N,2011_titlefive_Y,2012_titlefive_N,2012_titlefive_Y,2013_titlefive_N,2013_titlefive_Y,2014_titlefive_N,2014_titlefive_Y,2015_titlefive_N,2015_titlefive_Y,2016_titlefive_N,2016_titlefive_Y,2017_titlefive_N,2017_titlefive_Y
AK0000000202000097,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AK0000000202000101,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AK0000000202000102,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AK0000000205000075,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AK0000000206000003,0,0,5,0,5,0,0,0,10,0,5,0,5,5,0,5,0,0,0,0,0,0
AK0000000206000004,10,0,5,0,10,0,5,0,5,0,5,0,5,0,5,0,0,0,0,0,0,0
AK0000000207000001,5,0,5,0,0,0,0,0,20,0,5,0,5,0,0,5,0,0,0,0,0,0
AK0000000209000001,5,0,5,0,10,0,5,0,5,0,5,0,0,5,0,10,0,0,0,0,0,0
AK0000000209000002,5,0,5,0,0,0,5,0,10,0,0,0,0,5,5,5,0,0,0,0,0,0
AK0000000209000003,5,0,0,0,5,0,15,0,0,0,10,0,0,5,0,5,0,0,0,0,0,0
AK0000000209000004,5,0,5,0,5,0,0,0,10,0,5,0,0,5,0,5,0,0,0,0,0,0
AK0000000209000006,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AK0000000209000007,5,0,5,0,5,0,0,0,5,5,10,0,0,5,0,5,0,0,0,0,0,0
AK0000000209000010,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AK0000000209000011,5,0,5,0,5,0,5,0,5,0,5,0,0,5,0,5,0,0,0,0,0,0
AK0000000209000013,0,0,5,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0
AK0000000209000021,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
AK0000000209000022,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AK0000000209000050,5,0,5,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
AK0000000209000081,0,0,0,0,0,0,5,0,5,0,5,0,0,5,0,10,0,0,0,0,0,0
AK0000000209060002,0,0,5,0,5,0,5,0,0,0,15,0,0,5,0,5,0,0,0,0,0,0
AK0000000210000002,5,0,0,0,0,0,15,0,5,0,5,0,5,0,5,0,0,0,0,0,0,0
AK0000000210000005,5,0,5,0,5,0,5,0,5,0,10,0,0,5,0,5,0,0,0,0,0,0
AK0000000211000002,5,0,5,0,5,0,5,0,10,0,5,0,0,5,0,10,0,0,0,0,0,0
AK0000000211000003,5,0,5,0,5,0,5,0,10,0,5,0,0,5,0,10,0,0,0,0,0,0
AK0000000211000004,5,0,5,0,0,0,5,0,5,0,5,0,0,5,0,5,0,0,0,0,0,0
AK0000000211000005,5,0,5,0,5,0,5,0,10,0,5,0,0,5,0,5,0,0,0,0,0,0
AK0000000212200003,0,0,5,0,5,0,5,0,10,0,5,0,5,0,5,0,0,0,0,0,0,0
AK0000000212200006,5,0,0,5,0,0,5,0,5,0,5,0,0,10,0,5,0,0,0,0,0,0
AK0000000212200007,5,0,5,0,5,0,10,0,5,0,5,0,0,5,0,5,0,0,0,0,0,0
AK0000000212200008,5,0,0,0,15,0,0,0,15,0,5,0,0,5,0,5,0,0,0,0,0,0
AK0000000212200009,0,0,5,0,5,0,5,0,5,0,5,0,0,5,0,5,0,0,0,0,0,0
AK0000000212200010,5,0,5,0,0,0,15,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0
AK0000000212200011,5,0,5,0,0,0,10,0,10,0,5,0,0,5,0,5,0,0,0,0,0,0
AK0000000212200021,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AK0000000212200031,5,0,0,0,10,0,10,0,5,0,0,0,0,5,0,5,0,0,0,0,0,0
AK0000000212200033,10,0,5,0,0,0,5,0,5,0,5,0,0,10,0,5,0,0,0,0,0,0
AK0000000212200034,5,0,5,0,5,0,0,0,15,0,5,0,0,5,0,5,0,0,0,0,0,0
AK0000000212200037,5,0,0,0,10,0,0,0,10,0,10,0,0,5,0,5,0,0,0,0,0,0
AK0000000212200038,5,0,5,0,5,0,5,0,10,0,5,0,0,5,0,5,0,0,0,0,0,0
AK0000000212200041,5,0,5,0,5,0,5,0,5,0,5,0,0,5,0,5,0,0,0,0,0,0
AK0000000212200043,5,0,0,0,5,0,0,0,15,0,0,5,0,5,0,5,0,0,0,0,0,0
AK0000000212200045,10,0,0,0,10,0,0,0,20,0,5,0,0,5,0,5,0,0,0,0,0,0
AK0000000212200046,5,0,0,0,0,0,10,0,5,0,10,0,0,5,0,5,0,0,0,0,0,0
AK0000000212200054,5,0,5,0,5,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
AK0000000212200057,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0
AK0000000212200060,5,0,5,0,0,0,10,0,5,0,10,0,0,5,0,5,0,0,0,0,0,0
AK0000000212200061,10,0,0,0,15,0,0,0,5,0,5,0,5,0,5,0,0,0,0,0,0,0
AK0000000212200062,5,0,0,0,10,5,5,0,10,0,5,0,5,0,5,0,0,0,0,0,0,0
AK0000000212200063,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AK0000000212200065,5,0,10,0,10,0,5,0,0,0,0,0,0,20,0,5,0,0,0,0,0,0
AK0000000212200066,0,0,0,5,0,0,20,0,10,0,0,0,5,5,5,0,0,0,0,0,0,0
AK0000000212200067,0,0,5,0,5,0,5,0,10,0,5,0,5,0,5,0,0,0,0,0,0,0
AK0000000212200068,5,0,5,0,5,0,0,0,5,0,10,0,0,0,0,0,0,0,0,0,0,0
AK0000000212200069,5,0,5,0,0,0,10,0,10,0,5,0,0,5,0,5,0,0,0,0,0,0
AK0000000212200073,0,0,0,0,0,0,0,0,0,0,20,0,0,5,0,5,0,0,0,0,0,0
AK0000000212200075,10,0,0,0,5,0,5,0,10,0,5,0,5,0,0,5,0,0,0,0,0,0
AK0000000212200078,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AK0000000212200090,5,0,0,0,0,0,0,0,15,0,0,0,10,5,0,5,0,0,0,0,0,0
AK0000000212200104,0,0,0,0,0,0,0,0,10,0,5,0,5,0,5,0,0,0,0,0,0,0
AK0000000212210007,5,0,5,0,0,0,10,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0
AK0000000212290002,0,0,5,0,0,0,10,0,10,0,0,0,10,0,5,0,0,0,0,0,0,0
AK0000000213000013,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AK0000000213000018,5,0,5,0,5,0,5,0,10,0,5,0,0,5,0,5,0,0,0,0,0,0
AK0000000213000030,5,0,5,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
AK000000021300016A,0,0,0,0,10,0,15,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
AK0000000215000001,0,0,5,0,10,0,5,0,5,0,5,0,0,5,0,5,0,0,0,0,0,0
AK0000000215000004,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
AK0000000215000006,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AK0000000215000011,5,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AK0000000215000013,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AK0000000215000016,0,0,5,0,0,0,10,0,5,0,5,0,0,5,5,5,0,0,0,0,0,0
AK0000000217000005,0,0,5,0,5,0,5,0,5,0,10,0,0,5,0,0,0,0,0,0,0,0
AK0000000218000011,5,0,5,0,0,0,0,0,15,0,5,0,5,0,0,5,0,0,0,0,0,0
AK0000000218000012,0,0,5,0,0,0,5,0,15,0,5,0,5,0,5,0,0,0,0,0,0,0
AK0000000218500002,5,0,5,0,0,0,10,0,10,0,10,0,0,5,0,5,0,0,0,0,0,0
AK0000000218500003,0,0,5,0,0,0,10,0,5,0,5,0,0,5,0,5,0,0,0,0,0,0
AK0000000218500004,5,0,0,0,0,0,10,0,5,0,5,0,0,5,5,5,5,0,0,0,0,0
AK0000000218500005,5,0,0,0,0,0,15,0,5,0,5,0,0,10,5,5,0,0,0,0,0,0
AK0000000218500006,5,0,0,0,0,0,10,0,10,0,5,0,0,10,0,5,0,0,0,0,0,0
AK0000000218500007,5,0,0,0,0,0,20,0,10,0,5,0,0,5,0,5,0,0,0,0,0,0
AK0000000218500008,5,0,0,0,0,0,15,0,5,0,5,0,5,5,5,0,0,0,0,0,0,0
AK0000000218500013,5,0,5,0,0,0,0,0,10,0,5,0,0,5,0,5,0,0,0,0,0,0
AK0000000218500014,10,0,5,0,0,0,15,0,5,0,15,0,0,5,0,5,0,0,0,0,0,0
AK0000000218500015,0,0,5,0,0,0,10,0,5,0,10,0,0,5,0,5,0,0,0,0,0,0
AK0000000218500017,0,0,0,0,15,0,5,0,5,0,5,0,0,5,0,5,0,0,0,0,0,0
AK0000000218500018,5,0,0,0,0,0,15,0,5,0,5,0,0,5,0,5,0,0,0,0,0,0
AK0000000218500022,5,0,0,0,15,0,5,0,5,0,5,0,5,5,5,5,0,0,0,0,0,0
AK0000000218500031,0,0,5,0,0,0,20,0,0,0,10,0,5,0,0,5,0,0,0,0,0,0
AK0000000218500050,0,0,5,0,0,0,15,0,5,0,5,0,0,5,0,10,0,0,0,0,0,0
AK0000000218500054,5,0,0,0,5,0,10,0,20,0,5,0,0,5,0,5,0,0,0,0,0,0
AK0000000218500057,0,0,5,0,0,0,15,0,5,0,0,0,0,10,0,5,0,0,0,0,0,0
AK0000000218500062,0,0,5,0,5,0,0,0,15,0,0,0,0,5,0,5,0,0,0,0,0,0
AK0000000218500068,5,0,0,0,0,0,20,0,5,0,0,5,0,5,0,5,0,0,0,0,0,0
AK0000000218500069,0,0,5,0,0,0,15,0,5,0,10,0,5,0,5,0,0,0,0,0,0,0
AK0000000218500071,5,0,0,0,5,0,10,0,5,0,5,0,0,5,0,5,0,0,0,0,0,0
AK0000000218500072,0,0,5,0,0,0,10,0,10,0,5,0,0,0,0,0,0,0,0,0,0,0
AK0000000218500075,0,0,5,0,10,0,0,0,10,0,5,0,0,5,0,5,0,0,0,0,0,0
AK0000000218500076,0,0,0,0,0,0,20,0,10,0,5,0,0,5,0,5,0,0,0,0,0,0
AK0000000218500077,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AK0000000218500086,5,0,0,0,0,0,15,0,10,0,5,0,0,5,0,5,0,0,0,0,0,0
AK0000000218500089,0,0,0,5,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AK0000000218500093,5,0,0,0,5,0,10,0,10,0,5,0,5,0,5,0,0,0,0,0,0,0
AK0000000218500096,5,0,5,0,0,0,10,0,5,0,10,0,0,5,0,5,0,0,0,0,0,0
AK0000000218500102,5,0,0,0,5,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AK0000000218500105,5,0,0,0,0,0,10,0,5,0,5,0,5,0,5,0,0,0,0,0,0,0
AK0000000218500122,0,0,0,0,10,0,5,0,5,0,5,0,5,0,5,0,0,0,0,0,0,0
AK0000000218530001,5,0,0,0,5,0,0,0,20,0,5,0,0,5,10,10,0,0,0,0,0,0
AK0000000218560002,5,0,0,0,10,0,5,0,0,0,0,0,0,10,0,5,0,0,0,0,0,0
AK0000000218560004,0,0,0,0,10,0,0,0,10,0,5,0,0,5,0,5,0,0,0,0,0,0
AK0000000218560008,5,0,5,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
AK0000000218560010,0,0,0,0,5,0,5,0,10,0,5,0,0,5,0,5,0,0,0,0,0,0
AK0000000218560012,0,0,0,0,5,0,0,0,10,0,5,0,5,0,10,0,0,0,0,0,0,0
AK0000000218590001,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
AK0000000218590004,0,0,5,0,0,0,10,0,5,0,5,0,0,5,5,5,0,0,0,0,0,0
AK0000000218590009,5,0,0,0,0,0,15,0,5,0,5,0,0,5,0,5,5,0,0,0,0,0
AK0000000218590012,5,0,0,0,5,0,5,0,0,0,10,0,0,5,0,5,0,0,0,0,0,0
AK0000000218590017,0,0,0,0,0,0,0,0,0,0,5,0,5,0,5,0,0,0,0,0,0,0
AK0000000218800002,5,0,0,0,10,0,0,0,10,0,5,0,0,5,0,5,0,0,0,0,0,0
AK0000000218800003,5,0,0,0,15,0,5,0,15,0,10,0,0,5,0,5,0,0,0,0,0,0
AK0000000220100003,5,0,5,0,10,0,5,0,10,0,5,0,0,5,0,5,0,0,0,0,0,0
AK0000000220100004,5,0,0,0,5,0,0,0,15,0,5,0,5,0,5,0,0,0,0,0,0,0
AK0000000220100006,5,0,5,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AK0000000223100010,5,0,5,0,0,0,15,0,5,0,5,0,5,0,5,0,0,0,0,0,0,0
AK0000000223200001,5,0,0,0,5,0,0,0,20,0,0,0,5,0,5,0,0,0,0,0,0,0
AK0000000224000002,5,0,5,0,0,0,10,0,10,0,5,0,0,5,0,5,0,0,0,0,0,0
AK0000000224000003,5,0,5,0,0,0,15,0,5,0,5,0,0,5,0,5,0,0,0,0,0,0
AK0000000224000004,0,0,5,0,5,0,5,0,0,0,15,0,0,5,0,5,0,0,0,0,0,0
AK0000000224000006,5,0,5,0,0,0,5,0,10,0,5,0,0,5,0,5,0,0,0,0,0,0
AK0000000224000007,0,0,5,0,0,0,10,0,0,0,10,0,5,5,0,5,0,0,0,0,0,0
AK0000000224000008,0,0,0,0,0,0,10,0,0,0,10,0,5,0,5,0,0,0,0,0,0,0
AK0000000224000009,0,0,0,0,0,0,10,0,5,0,5,0,5,0,5,0,0,0,0,0,0,0
AK0000000226100003,5,0,5,0,0,0,10,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
AK0000000226100019,0,0,5,0,0,0,10,0,0,0,10,0,0,10,0,5,0,0,0,0,0,0
AK0000000226100020,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AK0000000226100030,10,0,0,0,10,0,10,0,0,0,10,0,0,5,0,5,0,0,0,0,0,0
AK0000000226100031,10,0,0,0,10,0,5,0,15,0,5,0,0,5,0,5,0,0,0,0,0,0
AK0000000226100032,10,0,0,0,10,0,5,0,10,0,5,0,0,5,0,5,0,0,0,0,0,0
AK0000000226100035,5,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0
AK0000000228000001,5,0,5,0,5,0,5,0,10,0,5,0,0,0,0,0,0,0,0,0,0,0
AK0000000229000001,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AK0000000229000002,10,0,0,0,10,0,5,0,0,0,5,0,0,10,0,5,0,0,0,0,0,0
AK0000000229000003,5,0,5,0,5,0,0,0,10,0,5,0,5,5,5,0,0,0,0,0,0,0
AK0000000229000004,5,0,5,0,0,0,10,0,10,0,5,0,0,5,0,5,0,0,0,0,0,0
AK0000000229000053,5,0,5,0,0,0,10,0,10,0,5,0,5,0,5,0,0,0,0,0,0,0
AK0000000229000068,0,0,0,0,0,0,0,0,10,0,5,0,0,5,0,5,0,0,0,0,0,0
AK0000000229000070,0,0,0,0,0,0,0,0,0,0,15,0,5,0,0,5,0,0,0,0,0,0
AK0000000229060003,5,0,5,0,0,0,10,0,10,0,5,0,0,5,0,5,0,0,0,0,0,0
AK0000000229090002,5,0,0,0,5,0,0,0,5,5,5,5,0,5,0,5,0,0,0,0,0,0
AK0000000277700046,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
AK0000000277700047,5,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AK0000000277700055,5,0,0,0,0,0,10,0,0,0,15,0,5,0,0,0,0,0,0,0,0,0
AK0000000277700061,5,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AK0000000277700062,0,0,0,0,15,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
AK0000000277700063,5,0,0,0,0,0,5,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
AK0000000277700064,5,0,5,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AK0000000277700068,5,0,5,0,5,0,15,0,5,0,5,0,0,5,0,5,0,0,0,0,0,0
AK0000000277700074,5,0,5,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AK0000000277700075,5,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
AK0000000277700076,0,0,0,0,15,0,10,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0
AK0000000277700077,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AK0000000277700078,5,0,5,0,5,0,0,0,15,0,5,0,5,0,5,0,0,0,0,0,0,0
AK0000000277700084,5,0,5,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
AK0000000277700085,5,0,5,0,5,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
AK0000000277700086,5,0,5,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
AK0000000277700088,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AK0000000277700089,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AK0000000277700093,5,0,5,0,5,0,15,0,5,0,5,0,5,0,0,0,0,0,0,0,0,0
AK0000000277700094,5,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AK0000000277700096,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AK0000000277700098,5,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
AK0000000277700099,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0
AK0000000277700100,0,0,0,0,25,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
AK0000000277700102,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AK0000000277700103,0,0,5,0,10,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
AK0000000277700104,0,0,5,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
AK0000000277700107,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
AK0000000277700109,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AK0000000277700110,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
AK0000000277790001,5,0,5,0,5,0,0,0,10,0,0,0,10,0,5,0,0,0,0,0,0,0
AK0000000277790010,0,0,0,0,15,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0
AK0000000277790011,5,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
AK0000000277790022,0,0,0,0,20,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
AK0000000277790026,5,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
AK0000000277790030,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AK0000000277790053,0,0,0,0,25,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
AK0000000277790058,5,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0
AK0000000277790059,5,0,0,0,10,0,10,0,5,0,5,0,5,0,5,0,0,0,0,0,0,0
AK0000000277790061,5,0,5,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
AK0000000277790062,5,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AK0000000277790114,5,0,0,0,0,0,5,0,5,0,5,0,5,0,0,0,0,0,0,0,0,0
AK0000000277790115,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
AK0000000277790116,0,0,5,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
AK0000000277790117,0,0,0,0,0,0,5,0,10,0,10,0,5,0,5,0,0,0,0,0,0,0
AK0000000277790118,5,0,0,0,5,0,10,0,5,0,5,0,5,0,5,0,0,0,0,0,0,0
AK0000000277790119,0,0,5,0,0,0,15,0,5,0,5,0,5,0,0,5,0,0,0,0,0,0
AK0000000277790122,0,0,5,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
AK0000000277790124,0,0,0,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AK0000000277790127,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AK0000000277790128,0,0,0,0,0,0,10,0,5,0,5,0,0,5,0,5,0,0,0,0,0,0
AK0000000277790129,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AK0000000277790130,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AK0000000277790520,0,0,5,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AL0000000100100001,0,5,0,5,0,5,0,5,10,0,0,5,0,5,0,5,0,5,5,0,0,5
